Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Goals,Shots,Assists,Clearances,Fouls
246,Antonin Bobichon,FRA,MF-FW,Angers,Ligue 1,26,1995,4,38,0,0,0,2.5,0
247,Herbert Bockhorn,GER,DF,Bochum,Bundesliga,27,1995,17,760,0,0.83,0,2.74,1.31
248,Jeremie Boga,CIV,FW-MF,Atalanta,Serie A,25,1997,12,621,0,2.17,0,0.43,0.29
249,Luka Bogdan,CRO,DF,Salernitana,Serie A,26,1996,6,399,0,0.45,0,4.32,0.68
250,Emil Bohinen,NOR,MF,Salernitana,Serie A,23,1999,9,578,0,0.31,0.16,2.03,2.19
251,Quentin Boisgard,FRA,MF-FW,Lorient,Ligue 1,25,1997,24,941,0.1,1.52,0.1,0.29,1.33
252,Charles Boli,FRA,MF,Lens,Ligue 1,23,1998,4,32,0,0,0,0,0
253,Willy Boly,CIV,DF,Wolves,Premier League,31,1991,6,540,0,0.33,0,4,1.17
254,Giacomo Bonaventura,ITA,MF,Fiorentina,Serie A,32,1989,28,2012,0.13,1.74,0.09,0.4,1.25
255,Federico Bonazzoli,ITA,FW-MF,Salernitana,Serie A,24,1997,29,1727,0.47,2.34,0,0.31,1.51
256,Tarsis Bonga,GER,FW,Bochum,Bundesliga,25,1997,2,6,0,20,0,0,0
257,Kevin Bonifazi,ITA,DF,Bologna,Serie A,25,1996,21,1121,0,0.72,0,3.92,1.28
258,Solomon Bonnah,NED,DF,RB Leipzig,Bundesliga,18,2003,1,6,0,0,0,0,0
259,Leonardo Bonucci,ITA,DF,Juventus,Serie A,35,1987,21,1735,0.26,0.73,0,3.63,0.78
260,Sebastiaan Bornauw,BEL,DF,Wolfsburg,Bundesliga,23,1999,26,2006,0.04,0.58,0,4.57,1.12
261,Sven Botman,NED,DF,Lille,Ligue 1,22,2000,23,2070,0.13,0.61,0.04,5.04,0.74
262,Denis Bouanga,GAB,FW-MF,FALSE,Ligue 1,27,1994,31,2180,0.33,3.18,0.21,1.4,2.15
263,Hicham Boudaoui,ALG,MF,Nice,Ligue 1,22,1999,26,1496,0.12,0.66,0.06,0.96,1.81
264,Ryad Boudebouz,ALG,MF-FW,FALSE,Ligue 1,32,1990,28,2126,0.13,1.02,0.13,0.47,0.68
265,Sofiane Boufal,MAR,FW-MF,Angers,Ligue 1,28,1993,29,2330,0.31,2.39,0.15,0.15,1.89
266,Farid Boulaya,ALG,MF-FW,Metz,Ligue 1,29,1993,21,1356,0.2,1.13,0.13,0.13,0.4
267,Yassine Bounou,MAR,GK,Sevilla,La Liga,31,1991,28,2520,0,0,0.07,0,0
268,Mehdi Bourabia,MAR,MF,Spezia,Serie A,30,1991,8,282,0.32,0.32,0,2.58,2.26
269,Benjamin Bourigeaud,FRA,FW-MF,Rennes,Ligue 1,28,1994,35,2963,0.27,1.4,0.33,1.28,0.94
270,Redwan Bourles,FRA,MF-FW,Lorient,Ligue 1,19,2003,4,16,0,0,0,0,0
271,Edoardo Bove,ITA,MF-FW,Roma,Serie A,19,2002,11,68,1.25,1.25,0,1.25,1.25
272,Jarrod Bowen,ENG,FW,West Ham,Premier League,25,1996,33,2713,0.33,2.43,0.27,0.13,0.8
273,Dedryck Boyata,BEL,DF,Hertha BSC,Bundesliga,31,1990,21,1718,0,0.52,0,6.6,0.52
274,Domagoj Bradari?,CRO,DF-MF,Lille,Ligue 1,22,1999,13,368,0,0.24,0,2.44,1.22
275,Bilal Brahimi,FRA,FW-DF,Angers,Ligue 1,22,2000,9,338,0,1.58,0.26,0.26,0.79
276,Martin Braithwaite,DEN,FW,Barcelona,La Liga,30,1991,4,235,0.77,2.69,0.38,1.54,1.92
277,Julian Brandt,GER,MF-FW,Dortmund,Bundesliga,26,1996,29,1898,0.33,1.47,0.38,0.47,0.62
278,Jarrad Branthwaite,ENG,DF,Everton,Premier League,19,2002,4,281,0.32,0.97,0,3.87,0.65
279,Lilian Brassier,FRA,DF,Brest,Ligue 1,22,1999,28,2068,0.04,0.43,0,4.83,1
280,Claudio Bravo,CHI,GK,Betis,La Liga,39,1983,16,1440,0,0,0,0.06,0.06
281,Iker Bravo,ESP,FW,Leverkusen,Bundesliga,17,2005,1,12,0,0,0,0,0
282,Fabian Bredlow,GER,GK,Stuttgart,Bundesliga,27,1995,4,360,0,0,0,0,0
283,Josip Brekalo,CRO,FW-MF,Torino,Serie A,23,1998,29,2071,0.26,1.78,0.09,0.35,0.91
284,Gleison Bremer,BRA,DF,Torino,Serie A,25,1997,32,2800,0.1,0.9,0.03,6.43,2.12
285,Jimmy Briand,FRA,FW-MF,Bordeaux,Ligue 1,36,1985,15,205,0.87,3.48,0.43,0.87,2.17
286,Yan Brice Eteki,CMR,MF,Granada,La Liga,24,1997,9,265,0,0.69,0,2.41,4.83
287,Brian Brobbey,NED,FW,RB Leipzig,Bundesliga,20,2002,9,131,0,2.67,1.33,0,2
288,Armando Broja,ALB,FW,Southampton,Premier League,20,2001,30,1804,0.3,2.15,0,0.4,1.75
289,Dylan Bronn,TUN,DF,Metz,Ligue 1,26,1995,27,2340,0.04,0.54,0.08,3.15,1.19
290,John Brooks,USA,DF,Wolfsburg,Bundesliga,29,1993,29,2436,0.04,0.41,0.04,5.09,0.37
291,Daniel Brosinski,GER,DF,Mainz 05,Bundesliga,33,1988,10,321,0,0.28,0,1.67,0.28
292,Josh Brownhill,ENG,MF,Burnley,Premier League,26,1995,31,2613,0.07,0.97,0.1,1.55,1.45
293,Marcelo Brozovi?,CRO,MF,Inter,Serie A,29,1992,32,2667,0.07,1.01,0.03,0.91,1.72
294,Lewis Brunt,ENG,MF,Leicester City,Premier League,21,2000,1,24,0,0,0,0,0
295,Jacob Bruun Larsen,DEN,FW-MF,Hoffenheim,Bundesliga,23,1998,23,736,0.49,1.95,0,0.61,0.24
296,Bryan,ESP,MF-FW,Valencia,La Liga,21,2001,10,629,0,1.14,0.14,0.29,1.57
297,Ante Budimir,CRO,FW,Osasuna,La Liga,30,1991,24,1448,0.5,2.17,0.06,0.75,1.93
298,Osman Bukari,GHA,FW-MF,Nantes,Ligue 1,23,1998,21,906,0.2,1.58,0.3,0.2,1.09
299,Aleksander Buksa,POL,FW,Genoa,Serie A,19,2003,4,63,0,0,0,1.43,2.86
300,Alessandro Buongiorno,ITA,DF,Torino,Serie A,22,1999,22,1136,0,0.4,0.08,3.57,2.22
301,Sascha Burchert,GER,GK,FALSE,Bundesliga,32,1989,13,1170,0,0,0,0.08,0
302,Delano Burgzorg,NED,FW,Mainz 05,Bundesliga,23,1998,3,27,3.33,6.67,0,0,6.67
303,Jonathan Burkardt,GER,FW-MF,Mainz 05,Bundesliga,21,2000,32,2444,0.4,2.68,0.11,0.55,0.99
304,Dan Burn,ENG,DF,Brighton,Premier League,29,1992,13,1022,0.09,0.61,0,4.56,1.58
305,Maxime Busi,BEL,DF,Reims,Ligue 1,22,1999,15,1123,0.08,0.48,0,2.08,1.52
306,Gianluca Busio,USA,MF,Venezia,Serie A,19,2002,29,1951,0.05,0.65,0.05,1.66,1.66
307,Oriol Busquets,ESP,MF,Clermont Foot,Ligue 1,23,1999,6,90,0,0,0,1,1
308,Sergio Busquets,ESP,MF,Barcelona,La Liga,33,1988,33,2928,0.06,0.4,0,1.45,1.91
309,Jack Butland,ENG,GK,Crystal Palace,Premier League,29,1993,6,495,0,0,0,0,0
310,Marcin Bu?ka,POL,GK,Nice,Ligue 1,22,1999,1,90,0,0,0,0,0
311,Jamie Bynoe-Gittens,ENG,FW,Dortmund,Bundesliga,17,2004,3,89,0,1,0,0,2
312,Sam Byram,ENG,DF,Norwich City,Premier League,28,1993,11,722,0,0.75,0,4.5,1.75
313,Erick Cabaco,URU,DF,Getafe,La Liga,27,1995,10,403,0,0.44,0.22,4.44,1.33
314,Willy Caballero,ARG,GK,Southampton,Premier League,40,1981,2,180,0,0,0,0.5,0
315,Jimmy Cabot,FRA,DF,Angers,Ligue 1,28,1994,24,2008,0,0.49,0.22,1.3,1.43
316,Jovane Cabral,CPV,FW,Lazio,Serie A,23,1998,1,67,0,4.29,0,0,2.86
317,Leandro Cabrera,URU,DF,Espanyol,La Liga,30,1991,33,2970,0.06,0.48,0,6.52,0.97
318,Liberato Cacace,NZL,DF,Empoli,Serie A,21,2000,8,380,0,0.24,0,1.43,2.14
319,Anthony Caci,FRA,DF,Strasbourg,Ligue 1,24,1997,34,2193,0.04,0.57,0.12,1.64,1.31
320,Mathieu Cafaro,FRA,FW-MF,Reims,Ligue 1,25,1997,4,192,0,2.86,0,0.48,2.38
321,Yannick Cahuzac,FRA,MF,Lens,Ligue 1,37,1985,16,616,0,0.15,0,1.32,0.88
322,Felipe Caicedo,ECU,FW,Genoa,Serie A,33,1988,9,284,0.31,3.75,0.63,0.94,2.19
323,Jens Cajuste,SWE,MF,Reims,Ligue 1,22,1999,7,348,0.51,2.05,0,1.03,1.03
324,Cala,ESP,DF,FALSE,La Liga,32,1989,13,930,0,0.49,0,5.34,0.97
325,Davide Calabria,ITA,DF,Milan,Serie A,25,1996,23,1867,0.1,1.55,0.1,1.45,0.68
326,Riccardo Calafiori,ITA,DF,Roma,Serie A,19,2002,6,174,0,0,0.53,0.53,2.63
327,Mattia Caldara,ITA,DF,Venezia,Serie A,28,1994,28,2434,0.04,0.56,0,4.67,1.04
328,Fernando Calero,ESP,DF,Espanyol,La Liga,26,1995,13,923,0,0.1,0,4.76,0.97
329,Duje ?aleta-Car,CRO,DF,Marseille,Ligue 1,25,1996,23,1852,0.1,0.53,0,2.82,0.58
330,Daniel Caligiuri,ITA,DF-MF,Augsburg,Bundesliga,34,1988,26,1836,0.15,1.47,0.1,1.03,1.81
331,Lucas Calodat,FRA,DF,FALSE,Ligue 1,20,2002,1,4,0,0,0,0,0
332,Dominic Calvert-Lewin,ENG,FW,Everton,Premier League,25,1997,13,999,0.27,2.34,0.09,0.9,1.35
333,Mahdi Camara,FRA,MF-DF,FALSE,Ligue 1,23,1998,32,2803,0.1,0.8,0,1.29,1.35
334,Mamadou Camara,FRA,FW,Troyes,Ligue 1,21,2001,3,40,0,2.5,0,0,2.5
335,Eduardo Camavinga,FRA,MF,Rennes,Ligue 1,19,2002,4,143,0,0,0,1.25,1.25
336,Andrea Cambiaso,ITA,DF,Genoa,Serie A,22,2000,25,1755,0.05,0.62,0.21,1.28,1.33
337,Chem Campbell,WAL,MF,Wolves,Premier League,19,2002,1,13,0,0,0,0,0
338,Emre Can,GER,DF-MF,Dortmund,Bundesliga,28,1994,22,1555,0.29,0.35,0.06,2.08,1.91
339,Sergio Canales,ESP,FW-MF,Betis,La Liga,31,1991,30,2443,0.15,1.88,0.22,0.44,0.96
340,Matteo Cancellieri,ITA,MF-DF,Hellas Verona,Serie A,20,2002,11,209,0.43,1.74,0,0,3.91
341,Antonio Candreva,ITA,MF-FW,Sampdoria,Serie A,35,1987,33,2887,0.22,2.06,0.25,0.31,0.62
342,Todd Cantwell,ENG,FW-MF,Norwich City,Premier League,24,1998,8,441,0,0.82,0,0.61,1.22
343,Pierrick Capelle,FRA,MF-DF,Angers,Ligue 1,35,1987,29,1131,0,1.11,0.08,1.35,1.51
344,Leonardo Capezzi,ITA,MF,Salernitana,Serie A,27,1995,5,175,0,0,0,1.58,2.11
345,Gianluca Caprari,ITA,FW-MF,Hellas Verona,Serie A,28,1993,32,2473,0.44,2.11,0.25,0.18,1.56
346,Francesco Caputo,ITA,FW,Sampdoria,Serie A,34,1987,33,2606,0.38,1.76,0.1,0.34,0.83
347,Maxence Caqueret,FRA,MF,Lyon,Ligue 1,22,2000,29,2217,0,0.57,0,0.98,1.83
348,Andrea Carboni,ITA,DF,Cagliari,Serie A,21,2001,28,2113,0,0.34,0,4.04,0.72
349,Isaac Carcelen,ESP,DF-MF,FALSE,La Liga,29,1993,21,1414,0,0.76,0,2.8,1.46
350,Irvin Cardona,FRA,FW-MF,Brest,Ligue 1,24,1997,29,1160,0.31,1.94,0.16,1.09,1.16
351,Igor Carioca,BRA,DF,Lorient,Ligue 1,25,1996,26,1439,0,0.75,0,1.94,1.81
352,Carlo,ESP,MF,Villarreal,La Liga,21,2001,1,7,0,0,0,0,0
353,Diego Carlos,BRA,DF,Sevilla,La Liga,29,1993,30,2642,0.1,0.85,0,4.29,0.99
354,Carmona,ESP,DF,Sevilla,La Liga,20,2002,1,24,0,0,0,3.33,0
355,Yannick Carrasco,BEL,DF-MF,FALSE,La Liga,28,1993,30,2235,0.2,1.73,0.2,0.52,0.97
356,Guido Carrillo,ARG,FW,Elche,La Liga,30,1991,25,953,0.19,1.89,0,1.79,2.45
357,Dani Carvajal,ESP,DF,Real Madrid,La Liga,30,1992,22,1434,0.06,0.57,0.19,2.08,1.38
358,William Carvalho,POR,MF,Betis,La Liga,30,1992,29,1590,0.11,1.75,0.17,1.64,1.58
359,Casemiro,BRA,MF,Real Madrid,La Liga,30,1992,29,2374,0.04,1.36,0.11,2.61,2.46
360,Matty Cash,POL,DF,Aston Villa,Premier League,24,1997,33,2927,0.09,0.89,0.09,2.71,1.32
361,Kiko Casilla,ESP,GK,Elche,La Liga,35,1986,12,1080,0,0,0,0.17,0
362,Francesco Cassata,ITA,MF,Genoa,Serie A,24,1997,1,7,0,0,0,0,0
363,Timothy Castagne,BEL,DF,Leicester City,Premier League,26,1995,22,1698,0.05,0.11,0,2.7,0.74
364,Koen Casteels,BEL,GK,Wolfsburg,Bundesliga,29,1992,27,2430,0,0,0,0,0
365,Jean-Charles Castelletto,CMR,DF,Nantes,Ligue 1,27,1995,25,2240,0.04,0.6,0,3.25,1.69
366,Samu Castillejo,ESP,FW-MF,Milan,Serie A,27,1995,5,125,0,1.43,0,0.71,1.43
367,Gonzalo Castro,GER,MF,Arminia,Bundesliga,34,1987,11,370,0.24,1.46,0,0.98,2.2
368,Jonny Castro,ESP,DF,Wolves,Premier League,28,1994,9,664,0.27,1.22,0,0.27,1.35
369,Gaetano Castrovilli,ITA,MF,Fiorentina,Serie A,25,1997,23,1391,0.06,1.03,0.06,0.26,1.42
370,Danilo Cataldi,ITA,MF,Lazio,Serie A,27,1994,29,1497,0.06,0.54,0.06,0.96,0.9
371,Catena,ESP,DF,Rayo Vallecano,La Liga,27,1994,32,2880,0.06,0.59,0.06,5.25,0.81
372,Craig Cathcart,NIR,DF,Watford,Premier League,33,1989,28,2211,0,0.08,0.04,5,0.57
373,Edinson Cavani,URU,FW,Manchester Utd,Premier League,35,1987,13,631,0.29,2.29,0.14,1,0.86
374,Dani Ceballos,ESP,MF,Real Madrid,La Liga,25,1996,9,228,0,2.8,0,0,1.6
375,Pietro Ceccaroni,ITA,DF,Venezia,Serie A,26,1995,32,2852,0.06,0.57,0.03,4.26,0.85
376,Federico Ceccherini,ITA,DF,Hellas Verona,Serie A,29,1992,31,2163,0.04,0.46,0,4.21,2.21
377,Emil Ceide,NOR,FW-DF,Sassuolo,Serie A,20,2001,5,41,0,0,0,2,0
378,Fabien Centonze,FRA,DF,Metz,Ligue 1,26,1996,19,1586,0.23,0.85,0.06,2.78,1.08
379,Luca Ceppitelli,ITA,DF,Cagliari,Serie A,32,1989,21,1219,0.07,0.44,0.07,3.93,1.19
380,Franco Cervi,ARG,MF,Celta Vigo,La Liga,27,1994,31,1640,0.16,1.15,0.16,0.88,1.15
381,Damir Ceter,COL,FW,Cagliari,Serie A,24,1997,1,6,0,0,0,0,0
382,Julian Chabot,GER,DF,Sampdoria,Serie A,24,1998,11,490,0,0.56,0,5.93,2.22
383,El Chadaille Bitshiabu,FRA,DF,Paris S-G,Ligue 1,16,2005,1,5,0,0,0,20,0
384,Nassim Chadli,FRA,MF-DF,Troyes,Ligue 1,20,2001,8,96,0,1.82,0,0.91,3.64
385,Kayky Chagas,BRA,FW,Manchester City,Premier League,18,2003,1,7,0,0,0,0,0
386,Mehdi Chahiri,MAR,MF,Strasbourg,Ligue 1,25,1996,1,16,0,0,0,0,0
387,Trevoh Chalobah,ENG,DF,Chelsea,Premier League,22,1999,18,1269,0.21,0.43,0.07,4.61,1.35
388,Calum Chambers,ENG,DF,Arsenal,Premier League,27,1995,2,170,0,1.05,0,3.68,0.53
389,Dylan Chambost,FRA,MF-FW,Troyes,Ligue 1,24,1997,19,753,0,1.19,0.12,1.07,0.95
390,Timothy Chandler,USA,DF,Eint Frankfurt,Bundesliga,32,1990,16,1122,0,0.8,0,2.24,1.2
391,Chapela,ESP,MF-FW,FALSE,La Liga,22,1999,9,398,0,0.68,0,1.14,1.14
392,Brendan Chardonnet,FRA,DF,Brest,Ligue 1,27,1994,29,2493,0.11,0.47,0,6.14,0.9
393,Xavier Chavalerin,FRA,MF-FW,Troyes,Ligue 1,31,1991,31,2487,0.18,1.05,0.07,1.27,1.23
394,Justin Che,USA,DF,Hoffenheim,Bundesliga,18,2003,1,14,0,0,0,0,0
395,Chema,ESP,MF,Getafe,La Liga,30,1992,1,45,0,2,0,0,4
396,Rayan Cherki,FRA,FW-MF,Lyon,Ligue 1,18,2003,16,440,0,2.86,0.2,0,0.82
397,Denis Cheryshev,RUS,MF,Valencia,La Liga,31,1990,14,499,0,2,0.18,1.82,2.73
398,Daniel Chesters,ENG,MF,West Ham,Premier League,20,2002,1,1,0,0,0,0,0
399,Giorgio Chiellini,ITA,DF,Juventus,Serie A,37,1984,19,1292,0,0.28,0,4.86,1.18
400,Federico Chiesa,ITA,MF-FW,Juventus,Serie A,24,1997,14,863,0.21,2.92,0.1,0.63,1.25
401,Ben Chilwell,ENG,DF,Chelsea,Premier League,25,1996,6,540,0.5,2.17,0.17,2.5,1.67
402,Chiquinho,POR,MF-DF,Wolves,Premier League,22,2000,5,52,0,3.33,1.67,1.67,13.3
403,Vlad Chiriche?,ROU,DF,Sassuolo,Serie A,32,1989,28,2210,0,0.37,0,3.13,1.34
404,Pedro Chirivella,ESP,MF,Nantes,Ligue 1,24,1997,31,2637,0.1,0.72,0.03,0.34,0.89
405,Joris Chotard,FRA,MF,Montpellier,Ligue 1,20,2001,33,2665,0,0.57,0.03,1.96,1.15
406,Hamza Choudhury,ENG,DF-MF,Leicester City,Premier League,24,1997,6,285,0,0.31,0,3.75,1.88
407,Andreas Christensen,DEN,DF,Chelsea,Premier League,26,1996,18,1406,0,0.32,0,5.58,0.77
408,Max Christiansen,GER,MF,FALSE,Bundesliga,25,1996,25,1923,0,0.47,0,2.85,1.26
409,Carney Chukwuemeka,ENG,MF-FW,Aston Villa,Premier League,18,2004,9,194,0,1.36,0.45,0.45,0.45
410,Samuel Chukwueze,NGA,MF,Villarreal,La Liga,22,1999,23,1080,0.25,2.33,0.25,0.17,0.83
411,Riccardo Ciervo,ITA,MF-DF,Sampdoria,Serie A,20,2002,10,227,0,1.2,0.4,0.8,1.2
412,Jasper Cillessen,NED,GK,Valencia,La Liga,33,1989,16,1367,0,0,0.07,0.2,0
413,Giorgio Cittadini,ITA,DF,Atalanta,Serie A,20,2002,2,4,0,0,0,0,0
414,Ciaran Clark,IRL,DF,Newcastle Utd,Premier League,32,1989,13,1014,0,0.62,0.09,4.42,0.53
415,Alexis Claude-Maurice,FRA,MF,Nice,Ligue 1,23,1998,10,209,0,3.04,0.87,1.3,2.17
416,Jonathan Clauss,FRA,DF,Lens,Ligue 1,29,1992,34,2783,0.13,1.2,0.32,1.33,1.49
417,Carlos Clerc,ESP,DF,Levante,La Liga,30,1992,19,1514,0,0.12,0,2.38,1.79
418,Tom Cleverley,ENG,MF,Watford,Premier League,32,1989,26,1475,0,0.73,0.12,0.91,1.95
419,Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,31,1991,12,991,0,0.09,0.09,2,0.27
420,Conor Coady,ENG,DF,Wolves,Premier League,29,1993,34,3046,0.09,0.33,0,3.88,0.56
421,Marcus Coco,FRA,FW-MF,Nantes,Ligue 1,25,1996,21,766,0.12,1.18,0.12,0.71,2.24
422,Coke,ESP,DF-MF,Levante,La Liga,35,1987,4,19,0,0,0,15,5
423,Ebrima Colley,GAM,FW-MF,Spezia,Serie A,22,2000,11,394,0,2.73,0,0.45,3.18
424,Omar Colley,GAM,DF,Sampdoria,Serie A,29,1992,30,2566,0,0.39,0,4.91,0.91
425,Nathan Collins,IRL,DF,Burnley,Premier League,21,2001,15,1310,0.14,0.75,0,5.82,1.1
426,Kingsley Coman,FRA,FW-DF,Bayern Munich,Bundesliga,25,1996,20,1270,0.43,3.19,0.14,0.35,0.71
427,Diego Conde,ESP,GK,Getafe,La Liga,23,1998,1,6,0,0,0,0,0
428,Aaron Connolly,IRL,FW,Brighton,Premier League,22,2000,4,156,0,1.18,0,0,0.59
429,Andrea Consigli,ITA,GK,Sassuolo,Serie A,35,1987,34,3060,0,0,0,0.03,0.06
430,Andrea Conti,ITA,DF,Milan,Serie A,28,1994,1,13,0,0,0,10,0
431,Liam Cooper,SCO,DF,Leeds United,Premier League,30,1991,18,1544,0,0.29,0.06,5.93,0.93
432,Lucas Copado,GER,FW,Bayern Munich,Bundesliga,18,2004,1,16,0,5,0,0,0
433,Diego Coppola,ITA,DF,Hellas Verona,Serie A,18,2003,3,159,0,0.56,0,5,1.11
434,Francis Coquelin,FRA,MF,Villarreal,La Liga,30,1991,18,679,0.13,0.53,0.13,1.47,2.53
435,Jack Cork,ENG,MF,Burnley,Premier League,32,1989,16,1310,0.07,0.27,0,1.64,2.33
436,Maxwel Cornet,CIV,FW-MF,Burnley,Premier League,25,1996,22,1477,0.43,2.32,0.06,0.98,1.22
437,Thierry Correia,POR,DF,Valencia,La Liga,23,1999,15,1105,0,0.16,0,2.2,2.11
438,Danny da Costa,GER,DF,Eint Frankfurt,Bundesliga,28,1993,10,643,0,0.28,0,3.24,1.55
439,David Pereira da Costa,POR,MF-FW,Lens,Ligue 1,21,2001,30,1245,0.22,1.52,0.29,0.14,0.72
440,Jaume Costa,ESP,DF,Mallorca,La Liga,34,1988,21,1513,0,0.54,0.18,2.26,1.01
441,Kalifa Coulibaly,MLI,FW,Nantes,Ligue 1,30,1991,18,680,0.53,2.89,0,0.79,1.45
442,Lassana Coulibaly,MLI,MF,Salernitana,Serie A,26,1996,28,2152,0,0.84,0,1.13,1.51
443,Mamadou Coulibaly,SEN,MF-FW,Salernitana,Serie A,23,1999,10,751,0.24,0.96,0,1.33,1.93
444,Tanguy Coulibaly,FRA,DF-FW,Stuttgart,Bundesliga,21,2001,19,1045,0,1.12,0.09,0.6,1.9
445,Thibaut Courtois,BEL,GK,Real Madrid,La Liga,29,1992,34,3060,0,0,0,0.03,0.03
446,Philippe Coutinho,BRA,MF-FW,Aston Villa,Premier League,29,1992,14,1069,0.34,2.94,0.25,0.17,0.67
447,Nicolas Cozza,FRA,DF,Montpellier,Ligue 1,23,1999,31,2516,0.07,0.18,0.07,3.25,1.04
448,Alessio Cragno,ITA,GK,Cagliari,Serie A,27,1994,32,2880,0,0,0,0.03,0.03
449,Aaron Cresswell,ENG,DF,West Ham,Premier League,32,1989,28,2456,0.07,0.59,0.11,2.16,0.66
450,Charlie Cresswell,ENG,DF,Leeds United,Premier League,19,2002,5,141,0,0.63,0,6.25,1.88
451,Domenico Criscito,ITA,DF,Genoa,Serie A,35,1986,17,1368,0.33,0.92,0.07,3.49,1.18
452,Bryan Cristante,ITA,MF,Roma,Serie A,27,1995,31,2465,0.07,1.28,0,1.97,1.57
453,Cristo,ESP,DF,Real Sociedad,La Liga,22,2000,1,17,0,5,0,0,5
454,Enzo Crivelli,FRA,FW,FALSE,Ligue 1,27,1995,1,27,0,3.33,0,0,0
455,Domen ?rnigoj,SVN,MF-DF,Venezia,Serie A,26,1995,31,1669,0.16,1.62,0.05,1.78,1.68
456,Giovanni Crociata,ITA,FW,Empoli,Serie A,24,1997,1,15,0,5,0,0,5
457,Juan Cruz Armada,ESP,DF,Osasuna,La Liga,29,1992,20,1664,0,0.16,0,2.49,0.97
458,Juan Cuadrado,COL,DF-MF,Juventus,Serie A,33,1988,31,2338,0.15,1.38,0.12,0.96,0.96
459,Cucho,COL,FW-MF,Watford,Premier League,23,1999,24,1128,0.4,2.8,0.16,0.8,1.52
460,Marc Cucurella,ESP,DF,Brighton,Premier League,23,1998,32,2819,0,0.48,0.03,1.79,1.09
461,Jorge Cuenca,ESP,DF,Getafe,La Liga,22,1999,28,2323,0.04,0.62,0,5.12,1.2
462,Luke Cundle,ENG,MF,Wolves,Premier League,20,2002,3,174,0,0,0,1.05,3.16
463,Matheus Cunha,BRA,FW,FALSE,La Liga,22,1999,25,808,0.56,2.78,0.44,0.78,2.22
464,Patrick Cutrone,ITA,FW,Empoli,Serie A,24,1998,25,1250,0.14,3.31,0,0.22,0.94
465,Wylan Cyprien,FRA,MF,Nantes,Ligue 1,27,1995,21,1262,0.07,1.43,0.21,0.71,1.29
466,Rafael Czichos,GER,DF,FALSE,Bundesliga,31,1990,17,1402,0,0.13,0.06,4.94,1.28
467,Lennart-Marten Czyborra,GER,DF,Arminia,Bundesliga,23,1999,4,131,0,0,0,2,4
468,Danilo D'Ambrosio,ITA,DF,Inter,Serie A,33,1988,18,959,0.09,1.31,0.09,2.24,1.4
469,Lucas Da Cunha,FRA,FW-MF,Clermont Foot,Ligue 1,20,2001,12,660,0.27,1.64,0,0,0.68
470,Damien Da Silva,FRA,DF,Lyon,Ligue 1,33,1988,15,964,0,1.03,0,4.58,1.68
471,Moanes Dabbur,ISR,FW-MF,Hoffenheim,Bundesliga,29,1992,26,1241,0.22,2.32,0.29,0.29,2.17
472,Colin Dagba,FRA,DF,Paris S-G,Ligue 1,23,1998,3,165,0,0,0,0,2.78
473,Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,26,1996,22,1658,0.11,1.2,0.16,1.03,1.09
474,Patson Daka,ZAM,FW,Leicester City,Premier League,23,1998,21,1070,0.34,1.85,0.25,0.67,1.68
475,Stuart Dallas,NIR,DF-MF,Leeds United,Premier League,31,1991,34,2919,0.03,0.96,0.03,2.04,1.17
476,Diogo Dalot,POR,DF,Manchester Utd,Premier League,23,1999,22,1633,0,0.66,0,3.2,0.99
477,Mikkel Damsgaard,DEN,MF-FW,Sampdoria,Serie A,21,2000,8,517,0,1.75,0,1.23,1.58
478,Flavius Daniliuc,AUT,DF,Nice,Ligue 1,21,2001,21,1081,0,0.25,0,2.92,1.42
479,Danilo,BRA,DF-MF,Juventus,Serie A,30,1991,22,1893,0.05,0.67,0.05,3.05,1
480,Kevin Danso,AUT,DF,Lens,Ligue 1,23,1998,30,2520,0.04,0.36,0.04,4.39,1.61
481,Dante,BRA,DF,Nice,Ligue 1,38,1983,31,2645,0,0.44,0,3.33,0.68
482,Ebrima Darboe,GAM,MF,Roma,Serie A,20,2001,1,63,0,1.43,0,0,1.43
483,Sergi Darder,ESP,MF,Espanyol,La Liga,28,1993,32,2765,0.1,1.27,0.26,0.85,1.01
484,Karl Darlow,ENG,GK,Newcastle Utd,Premier League,31,1990,8,720,0,0,0,0.13,0.13
485,Matteo Darmian,ITA,DF,Inter,Serie A,32,1989,23,1435,0.06,0.44,0.06,1.13,1.51
486,Josh Dasilva,ENG,MF-FW,Brentford,Premier League,23,1998,6,169,0,0,0,2.63,1.05
487,Jonathan David,CAN,FW,Lille,Ligue 1,22,2000,35,2575,0.45,2.06,0,0.24,0.98
488,Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,21,2000,20,1570,0,1.03,0.17,0.8,0.63
489,Ben Davies,WAL,DF,Tottenham,Premier League,29,1993,25,2187,0.04,0.62,0.04,3.25,1.19
490,Tom Davies,ENG,MF,Everton,Premier League,23,1998,5,158,0.56,3.33,0,1.67,1.11
491,Keinan Davis,ENG,FW,Aston Villa,Premier League,24,1998,1,12,0,0,0,0,0
492,Pawe? Dawidowicz,POL,DF,Hellas Verona,Serie A,26,1995,15,1187,0,0.38,0,4.32,1.97
